VER,3.2.14,2016-08-17 14:40:29 +0900,/home/vagrant/wint/tmp/data/001/0001/001/analy/adlint/output
DEP,../adlint.c,96,26,X,F,strategy,"int strategy((int const)[],(int const)[],int,int,(int const)[],int)",R,Flush,"int Flush((int const)[],int,int)"
DEP,../adlint.c,96,31,C,strategy,"int strategy((int const)[],(int const)[],int,int,(int const)[],int)",Flush,"int Flush((int const)[],int,int)"
MET,FN_UNUV,strategy,"int strategy((int const)[],(int const)[],int,int,(int const)[],int)",../adlint.c,67,5,1
MET,FN_PATH,strategy,"int strategy((int const)[],(int const)[],int,int,(int const)[],int)",../adlint.c,67,5,16
DEF,../adlint.c,107,5,F,X,F,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",73
DEF,../adlint.c,107,31,V,I,P,N,hd,(int const)[]
DEF,../adlint.c,107,41,V,I,P,N,cg,int
DEF,../adlint.c,107,49,V,I,P,N,us,int
DEF,../adlint.c,108,7,V,I,B,N,i,int
DEF,../adlint.c,108,10,V,I,B,N,j,int
DEF,../adlint.c,109,7,V,I,B,N,num_min,int
DEF,../adlint.c,110,7,V,I,B,N,target,int
DEF,../adlint.c,111,16,V,I,B,N,deck,(struct card)[13]
DEF,../adlint.c,112,7,V,I,B,N,ret,int
DEF,../adlint.c,113,7,V,I,B,N,ret2,int
DEF,../adlint.c,114,7,V,I,B,N,tmp1,int
DEF,../adlint.c,114,18,V,I,B,N,tmp2,int
DCL,../adlint.c,116,7,F,X,F,I,poker_point,int poker_point()
DEP,../adlint.c,116,7,X,F,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,poker_point,int poker_point()
DEP,../adlint.c,116,18,C,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",poker_point,int poker_point()
DCL,../adlint.c,116,25,F,X,F,I,P7,int P7()
DEP,../adlint.c,116,25,X,F,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,P7,int P7()
DEP,../adlint.c,118,52,X,V,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,sut
DEP,../adlint.c,118,52,X,V,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,udsut
DEP,../adlint.c,119,50,X,V,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,Num
DEP,../adlint.c,119,50,X,V,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,udNum
DEP,../adlint.c,125,16,X,V,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,Num
DEP,../adlint.c,131,39,X,F,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,Full_house,"int Full_house((int const)[],int,int)"
DEP,../adlint.c,131,49,C,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",Full_house,"int Full_house((int const)[],int,int)"
DEP,../adlint.c,135,16,X,V,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,Num
DEP,../adlint.c,135,31,X,V,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,Num
DEP,../adlint.c,138,20,X,V,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,Num
DEP,../adlint.c,138,35,X,V,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,Num
DEP,../adlint.c,152,15,X,V,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,hand
DEP,../adlint.c,152,44,X,V,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,hand
DEP,../adlint.c,158,17,X,F,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,159,23,X,V,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,hand
DEP,../adlint.c,158,17,X,F,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,162,17,X,F,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,163,23,X,V,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",W,hand
DEP,../adlint.c,163,23,X,V,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,hand
DEP,../adlint.c,164,23,X,F,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,165,27,X,V,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,hand
DEP,../adlint.c,166,21,X,V,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,hand
DEP,../adlint.c,166,47,X,V,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,hand
DEP,../adlint.c,164,23,X,F,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,162,17,X,F,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",R,HNUM,int HNUM()
MET,FN_UNUV,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",../adlint.c,107,5,1
MET,FN_PATH,Four_of_a_kind,"int Four_of_a_kind((int const)[],int,int)",../adlint.c,107,5,123
DEF,../adlint.c,189,5,F,X,F,Straight,"int Straight((int const)[],int,int)",95
DEF,../adlint.c,189,25,V,I,P,N,hd,(int const)[]
DEF,../adlint.c,189,35,V,I,P,N,cg,int
DEF,../adlint.c,189,43,V,I,P,N,us,int
DEF,../adlint.c,190,7,V,I,B,N,i,int
DEF,../adlint.c,190,10,V,I,B,N,j,int
DEF,../adlint.c,190,12,V,I,B,N,k,int
DEF,../adlint.c,191,7,V,I,B,N,a,int
DEF,../adlint.c,191,9,V,I,B,N,b,int
DEF,../adlint.c,191,11,V,I,B,N,c,int
DEF,../adlint.c,192,7,V,I,B,N,chng,int
DEF,../adlint.c,193,7,V,I,B,N,ret,int
DEF,../adlint.c,194,16,V,I,B,N,deck,(struct card)[14]
DEF,../adlint.c,195,10,V,I,B,N,deck_pro,(double)[14]
DEF,../adlint.c,196,10,V,I,B,N,hand_pro,(double)[13]
DEF,../adlint.c,197,10,V,I,B,N,min,double
DEF,../adlint.c,198,7,V,I,B,N,count,int
DEF,../adlint.c,199,7,V,I,B,N,tmp1,int
DEF,../adlint.c,199,13,V,I,B,N,tmp2,int
DEP,../adlint.c,201,7,X,F,Straight,"int Straight((int const)[],int,int)",R,poker_point,int poker_point()
DEP,../adlint.c,201,18,C,Straight,"int Straight((int const)[],int,int)",poker_point,int poker_point()
DCL,../adlint.c,201,26,F,X,F,I,P4,int P4()
DEP,../adlint.c,201,26,X,F,Straight,"int Straight((int const)[],int,int)",R,P4,int P4()
DEP,../adlint.c,203,52,X,V,Straight,"int Straight((int const)[],int,int)",R,sut
DEP,../adlint.c,203,52,X,V,Straight,"int Straight((int const)[],int,int)",R,udsut
DEP,../adlint.c,204,50,X,V,Straight,"int Straight((int const)[],int,int)",R,Num
DEP,../adlint.c,204,50,X,V,Straight,"int Straight((int const)[],int,int)",R,udNum
DEP,../adlint.c,209,11,X,V,Straight,"int Straight((int const)[],int,int)",R,Num
DEP,../adlint.c,210,19,X,F,Straight,"int Straight((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,211,25,X,V,Straight,"int Straight((int const)[],int,int)",R,hand
DEP,../adlint.c,210,19,X,F,Straight,"int Straight((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,213,19,X,F,Straight,"int Straight((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,214,25,X,V,Straight,"int Straight((int const)[],int,int)",R,hand
DEP,../adlint.c,213,19,X,F,Straight,"int Straight((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,225,15,X,F,Straight,"int Straight((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,227,23,X,V,Straight,"int Straight((int const)[],int,int)",R,hand
DEP,../adlint.c,227,38,X,V,Straight,"int Straight((int const)[],int,int)",R,flg
DEP,../adlint.c,228,16,X,V,Straight,"int Straight((int const)[],int,int)",W,flg
DEP,../adlint.c,230,16,X,V,Straight,"int Straight((int const)[],int,int)",W,flg
DEP,../adlint.c,225,15,X,F,Straight,"int Straight((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,234,11,X,V,Straight,"int Straight((int const)[],int,int)",R,flg
DEP,../adlint.c,234,11,X,V,Straight,"int Straight((int const)[],int,int)",W,flg
DEP,../adlint.c,240,19,X,F,Straight,"int Straight((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,241,18,X,V,Straight,"int Straight((int const)[],int,int)",R,flg
DEP,../adlint.c,241,34,X,V,Straight,"int Straight((int const)[],int,int)",R,flg
DEP,../adlint.c,242,11,X,V,Straight,"int Straight((int const)[],int,int)",R,flg
DEP,../adlint.c,240,19,X,F,Straight,"int Straight((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,246,20,X,F,Straight,"int Straight((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,246,9,X,F,Straight,"int Straight((int const)[],int,int)",R,Permu,"int Permu(int,int)"
DEP,../adlint.c,246,14,C,Straight,"int Straight((int const)[],int,int)",Permu,"int Permu(int,int)"
DEP,../adlint.c,247,19,X,F,Straight,"int Straight((int const)[],int,int)",R,HNUM,int HNUM()
DCL,../adlint.c,247,28,F,X,F,I,CHNG,int CHNG()
DEP,../adlint.c,247,28,X,F,Straight,"int Straight((int const)[],int,int)",R,CHNG,int CHNG()
DEP,../adlint.c,247,9,X,F,Straight,"int Straight((int const)[],int,int)",R,Permu,"int Permu(int,int)"
DEP,../adlint.c,247,14,C,Straight,"int Straight((int const)[],int,int)",Permu,"int Permu(int,int)"
DEP,../adlint.c,249,19,X,F,Straight,"int Straight((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,249,19,X,F,Straight,"int Straight((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,259,17,X,F,Straight,"int Straight((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,260,13,X,V,Straight,"int Straight((int const)[],int,int)",R,hand
DEP,../adlint.c,259,17,X,F,Straight,"int Straight((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,276,15,X,F,Straight,"int Straight((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,277,21,X,V,Straight,"int Straight((int const)[],int,int)",R,hand
DEP,../adlint.c,276,15,X,F,Straight,"int Straight((int const)[],int,int)",R,HNUM,int HNUM()
MET,FN_UNUV,Straight,"int Straight((int const)[],int,int)",../adlint.c,189,5,2
MET,FN_PATH,Straight,"int Straight((int const)[],int,int)",../adlint.c,189,5,41
DEF,../adlint.c,289,5,F,X,F,Flush,"int Flush((int const)[],int,int)",48
DEF,../adlint.c,289,22,V,I,P,N,hd,(int const)[]
DEF,../adlint.c,289,32,V,I,P,N,cg,int
DEF,../adlint.c,289,40,V,I,P,N,us,int
DEF,../adlint.c,290,7,V,I,B,N,target,int
DEF,../adlint.c,291,16,V,I,B,N,deck,(struct card)[13]
DEF,../adlint.c,292,10,V,I,B,N,Mark,(double)[4]
DEF,../adlint.c,293,10,V,I,B,N,hand_pro,(double)[5]
DEF,../adlint.c,294,10,V,I,B,N,min,double
DEF,../adlint.c,295,7,V,I,B,N,chng_mark,int
DEF,../adlint.c,296,7,V,I,B,N,sut_max,int
DEF,../adlint.c,297,7,V,I,B,N,ret,int
DEF,../adlint.c,298,7,V,I,B,N,i,int
DEF,../adlint.c,298,10,V,I,B,N,j,int
DEF,../adlint.c,299,7,V,I,B,N,a,int
DEF,../adlint.c,299,10,V,I,B,N,b,int
DEP,../adlint.c,301,7,X,F,Flush,"int Flush((int const)[],int,int)",R,poker_point,int poker_point()
DEP,../adlint.c,301,18,C,Flush,"int Flush((int const)[],int,int)",poker_point,int poker_point()
DCL,../adlint.c,301,26,F,X,F,I,P5,int P5()
DEP,../adlint.c,301,26,X,F,Flush,"int Flush((int const)[],int,int)",R,P5,int P5()
DEP,../adlint.c,303,52,X,V,Flush,"int Flush((int const)[],int,int)",R,sut
DEP,../adlint.c,303,52,X,V,Flush,"int Flush((int const)[],int,int)",R,udsut
DEP,../adlint.c,305,15,X,F,Flush,"int Flush((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,306,9,X,F,Flush,"int Flush((int const)[],int,int)",R,CHNG,int CHNG()
DEP,../adlint.c,306,19,X,F,Flush,"int Flush((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,306,23,X,V,Flush,"int Flush((int const)[],int,int)",R,sut
DEP,../adlint.c,306,38,X,V,Flush,"int Flush((int const)[],int,int)",R,hand
DEP,../adlint.c,309,22,X,V,Flush,"int Flush((int const)[],int,int)",R,hand
DEP,../adlint.c,309,43,X,F,Flush,"int Flush((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,309,53,X,V,Flush,"int Flush((int const)[],int,int)",R,hand
DEP,../adlint.c,309,48,X,V,Flush,"int Flush((int const)[],int,int)",R,sut
DEP,../adlint.c,309,11,X,F,Flush,"int Flush((int const)[],int,int)",R,Combi,"int Combi(int,int)"
DEP,../adlint.c,309,16,C,Flush,"int Flush((int const)[],int,int)",Combi,"int Combi(int,int)"
DEP,../adlint.c,310,25,X,F,Flush,"int Flush((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,310,32,X,F,Flush,"int Flush((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,310,42,X,V,Flush,"int Flush((int const)[],int,int)",R,hand
DEP,../adlint.c,310,37,X,V,Flush,"int Flush((int const)[],int,int)",R,sut
DEP,../adlint.c,310,11,X,F,Flush,"int Flush((int const)[],int,int)",R,Combi,"int Combi(int,int)"
DEP,../adlint.c,310,16,C,Flush,"int Flush((int const)[],int,int)",Combi,"int Combi(int,int)"
DEP,../adlint.c,305,15,X,F,Flush,"int Flush((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,316,17,X,V,Flush,"int Flush((int const)[],int,int)",R,sut
DEP,../adlint.c,317,15,X,V,Flush,"int Flush((int const)[],int,int)",R,sut
DEP,../adlint.c,322,19,X,V,Flush,"int Flush((int const)[],int,int)",R,sut
DEP,../adlint.c,322,39,X,V,Flush,"int Flush((int const)[],int,int)",R,sut
DEP,../adlint.c,322,59,X,V,Flush,"int Flush((int const)[],int,int)",R,sut
DEP,../adlint.c,323,17,X,F,Flush,"int Flush((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,324,24,X,V,Flush,"int Flush((int const)[],int,int)",R,hand
DEP,../adlint.c,323,17,X,F,Flush,"int Flush((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,330,15,X,F,Flush,"int Flush((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,330,15,X,F,Flush,"int Flush((int const)[],int,int)",R,HNUM,int HNUM()
MET,FN_UNUV,Flush,"int Flush((int const)[],int,int)",../adlint.c,289,5,4
MET,FN_PATH,Flush,"int Flush((int const)[],int,int)",../adlint.c,289,5,25
DEF,../adlint.c,340,5,F,X,F,Full_house,"int Full_house((int const)[],int,int)",54
DEF,../adlint.c,340,27,V,I,P,N,hd,(int const)[]
DEF,../adlint.c,340,37,V,I,P,N,cg,int
DEF,../adlint.c,340,45,V,I,P,N,us,int
DEF,../adlint.c,341,7,V,I,B,N,i,int
DEF,../adlint.c,341,10,V,I,B,N,j,int
DEF,../adlint.c,341,13,V,I,B,N,k,int
DEF,../adlint.c,342,7,V,I,B,N,a,int
DEF,../adlint.c,342,10,V,I,B,N,b,int
DEF,../adlint.c,343,7,V,I,B,N,ret,int
DEF,../adlint.c,344,10,V,I,B,N,hand_pro,(double)[5]
DEF,../adlint.c,345,10,V,I,B,N,min,double
DEF,../adlint.c,346,7,V,I,B,N,chng_num,int
DEF,../adlint.c,347,16,V,I,B,N,deck,(struct card)[13]
DEP,../adlint.c,349,52,X,V,Full_house,"int Full_house((int const)[],int,int)",R,sut
DEP,../adlint.c,349,52,X,V,Full_house,"int Full_house((int const)[],int,int)",R,udsut
DEP,../adlint.c,350,50,X,V,Full_house,"int Full_house((int const)[],int,int)",R,Num
DEP,../adlint.c,350,50,X,V,Full_house,"int Full_house((int const)[],int,int)",R,udNum
DEP,../adlint.c,352,7,X,F,Full_house,"int Full_house((int const)[],int,int)",R,poker_point,int poker_point()
DEP,../adlint.c,352,18,C,Full_house,"int Full_house((int const)[],int,int)",poker_point,int poker_point()
DCL,../adlint.c,352,25,F,X,F,I,P6,int P6()
DEP,../adlint.c,352,25,X,F,Full_house,"int Full_house((int const)[],int,int)",R,P6,int P6()
DEP,../adlint.c,353,7,X,F,Full_house,"int Full_house((int const)[],int,int)",R,poker_point,int poker_point()
DEP,../adlint.c,353,18,C,Full_house,"int Full_house((int const)[],int,int)",poker_point,int poker_point()
DCL,../adlint.c,353,26,F,X,F,I,P0,int P0()
DEP,../adlint.c,353,26,X,F,Full_house,"int Full_house((int const)[],int,int)",R,P0,int P0()
DEP,../adlint.c,353,31,X,F,Full_house,"int Full_house((int const)[],int,int)",R,One_pair,"int One_pair((int const)[],int,int)"
DEP,../adlint.c,353,39,C,Full_house,"int Full_house((int const)[],int,int)",One_pair,"int One_pair((int const)[],int,int)"
DEP,../adlint.c,354,7,X,F,Full_house,"int Full_house((int const)[],int,int)",R,poker_point,int poker_point()
DEP,../adlint.c,354,18,C,Full_house,"int Full_house((int const)[],int,int)",poker_point,int poker_point()
DCL,../adlint.c,354,26,F,X,F,I,P1,int P1()
DEP,../adlint.c,354,26,X,F,Full_house,"int Full_house((int const)[],int,int)",R,P1,int P1()
DEP,../adlint.c,354,31,X,F,Full_house,"int Full_house((int const)[],int,int)",R,Two_pair,"int Two_pair((int const)[],int,int)"
DEP,../adlint.c,354,39,C,Full_house,"int Full_house((int const)[],int,int)",Two_pair,"int Two_pair((int const)[],int,int)"
DEP,../adlint.c,360,16,X,V,Full_house,"int Full_house((int const)[],int,int)",R,Num
DEP,../adlint.c,361,19,X,F,Full_house,"int Full_house((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,362,25,X,V,Full_house,"int Full_house((int const)[],int,int)",R,hand
DEP,../adlint.c,363,37,X,V,Full_house,"int Full_house((int const)[],int,int)",R,hand
DEP,../adlint.c,363,62,X,F,Full_house,"int Full_house((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,361,19,X,F,Full_house,"int Full_house((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,368,19,X,F,Full_house,"int Full_house((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,368,19,X,F,Full_house,"int Full_house((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,380,16,X,V,Full_house,"int Full_house((int const)[],int,int)",R,Num
DEP,../adlint.c,382,20,X,V,Full_house,"int Full_house((int const)[],int,int)",R,Num
DEP,../adlint.c,383,23,X,F,Full_house,"int Full_house((int const)[],int,int)",R,HNUM,int HNUM()
DEP,../adlint.c,384,29,X,V,Full_house,"int Full_house((int const)[],int,int)",R,hand
DEP,../adlint.c,384,49,X,V,Full_house,"int Full_house((int const)[],int,int)",R,hand
DEP,../adlint.c,383,23,X,F,Full_house,"int Full_house((int const)[],int,int)",R,HNUM,int HNUM()
MET,FN_UNUV,Full_house,"int Full_house((int const)[],int,int)",../adlint.c,340,5,3
MET,FN_PATH,Full_house,"int Full_house((int const)[],int,int)",../adlint.c,340,5,33
DEF,../adlint.c,397,5,F,X,F,Three_of_a_kind,"int Three_of_a_kind((int const)[],int,int)",15
DEF,../adlint.c,397,32,V,I,P,N,hd,(int const)[]
DEF,../adlint.c,397,42,V,I,P,N,cg,int
DEF,../adlint.c,397,50,V,I,P,N,us,int
DEF,../adlint.c,398,7,V,I,B,N,i,int
DEF,../adlint.c,398,10,V,I,B,N,j,int
DEP,../adlint.c,400,7,X,F,Three_of_a_kind,"int Three_of_a_kind((int const)[],int,int)",R,poker_point,int poker_point()
DEP,../adlint.c,400,18,C,Three_of_a_kind,"int Three_of_a_kind((int const)[],int,int)",poker_point,int poker_point()
DCL,../adlint.c,400,25,F,X,F,I,P3,int P3()
DEP,../adlint.c,400,25,X,F,Three_of_a_kind,"int Three_of_a_kind((int const)[],int,int)",R,P3,int P3()
DEP,../adlint.c,403,16,X,V,Three_of_a_kind,"int Three_of_a_kind((int const)[],int,int)",R,Num
DEP,../adlint.c,407,21,X,V,Three_of_a_kind,"int Three_of_a_kind((int const)[],int,int)",R,hand
MET,FN_UNUV,Three_of_a_kind,"int Three_of_a_kind((int const)[],int,int)",../adlint.c,397,5,3
MET,FN_PATH,Three_of_a_kind,"int Three_of_a_kind((int const)[],int,int)",../adlint.c,397,5,5
DEF,../adlint.c,416,5,F,X,F,Two_pair,"int Two_pair((int const)[],int,int)",31
DEF,../adlint.c,416,25,V,I,P,N,hd,(int const)[]
DEF,../adlint.c,416,35,V,I,P,N,cg,int
DEF,../adlint.c,416,43,V,I,P,N,us,int
DEF,../adlint.c,417,7,V,I,B,N,i,int
DEF,../adlint.c,417,10,V,I,B,N,j,int
DEF,../adlint.c,417,13,V,I,B,N,k,int
DEF,../adlint.c,418,7,V,I,B,N,ret,int
DEF,../adlint.c,419,10,V,I,B,N,hand_pro,(double)[5]
DEF,../adlint.c,420,10,V,I,B,N,min,double
DEF,../adlint.c,421,7,V,I,B,N,chng_num,int
DEF,../adlint.c,422,16,V,I,B,N,deck,(struct card)[13]
DEP,../adlint.c,424,52,X,V,Two_pair,"int Two_pair((int const)[],int,int)",R,sut
DEP,../adlint.c,424,52,X,V,Two_pair,"int Two_pair((int const)[],int,int)",R,udsut
DEP,../adlint.c,425,50,X,V,Two_pair,"int Two_pair((int const)[],int,int)",R,Num
DEP,../adlint.c,425,50,X,V,Two_pair,"int Two_pair((int const)[],int,int)",R,udNum
DEP,../adlint.c,427,7,X,F,Two_pair,"int Two_pair((int const)[],int,int)",R,poker_point,int poker_point()
DEP,../adlint.c,427,18,C,Two_pair,"int Two_pair((int const)[],int,int)",poker_point,int poker_point()
DCL,../adlint.c,427,25,F,X,F,I,P2,int P2()
